presupuesto,genero,estreno,recaudacion,duracion,titulo,puntuacion,votos,director,
110000000,Action Science Fiction Drama,2011,299268508,127.0,Real Steel,6.6,2692,Shawn Levy,
105000000,Fantasy Family Comedy Animation,2013,347434178,105.0,The Smurfs 2,5.5,695,Raja Gosnell,
160000000,Action Adventure Thriller,1997,164508066,121.0,Speed 2: Cruise Control,4.1,434,Jan de Bont,
110000000,Science Fiction Action Adventure,2013,125537191,114.0,Ender's Game,6.6,2303,Gavin Hood,
110000000,Action Thriller,2007,383531464,128.0,Live Free or Die Hard,6.4,2089,Len Wiseman,
93000000,Adventure Fantasy Action,2001,871368364,178.0,The Lord of the Rings: The Fellowship of the Ring,8.0,8705,Peter Jackson,
110000000,Action Adventure Comedy,2004,72178895,120.0,Around the World in 80 Days,5.7,672,Frank Coraci,
107000000,Drama,2001,87713825,157.0,Ali,6.7,447,Michael Mann,
0,Comedy Fantasy Family,2003,0,82.0,The Cat in the Hat,4.9,366,Bo Welch,
120000000,Action Science Fiction,2004,347234916,115.0,"I, Robot",6.7,3793,Alex Proyas,
130000000,Drama Action Adventure History War,2005,211643158,144.0,Kingdom of Heaven,6.6,1157,Ridley Scott,
133000000,Animation Fantasy Family Comedy,1999,300135367,84.0,Stuart Little,5.8,959,Rob Minkoff,
105000000,Romance Family Animation Music,2009,267045765,97.0,The Princess and the Frog,6.7,1247,Ron Clements,
108000000,Drama Adventure Science Fiction,2015,630161890,141.0,The Martian,7.6,7268,Ridley Scott,
126000000,Action Thriller Science Fiction Adventure,2005,162949164,136.0,The Island,6.5,1770,Michael Bay,
90000000,Comedy Romance,2001,10372291,104.0,Town & Country,3.7,16,Peter Chelsom,
90000000,Action Crime Thriller,2000,237202299,118.0,Gone in Sixty Seconds,6.1,1485,Dominic Sena,
103000000,Action Drama Adventure,2000,457640427,155.0,Gladiator,7.9,5439,Ridley Scott,
102000000,Action Thriller Science Fiction Mystery,2002,358372926,145.0,Minority Report,7.1,2608,Steven Spielberg,
100000000,Adventure Fantasy Family,2002,876688482,161.0,Harry Potter and the Chamber of Secrets,7.4,5815,Chris Columbus,
150000000,Adventure Action Thriller,2006,599045960,144.0,Casino Royale,7.3,3855,Martin Campbell,
100000000,Thriller Science Fiction Action Adventure,2001,362211740,119.0,Planet of the Apes,5.6,1243,Tim Burton,
100000000,Action Thriller Science Fiction,1991,520000000,137.0,Terminator 2: Judgment Day,7.7,4185,James Cameron,
80000000,History Crime Drama,2009,214104620,140.0,Public Enemies,6.5,1344,Michael Mann,
100000000,Drama Crime,2007,266465037,157.0,American Gangster,7.4,1502,Ridley Scott,
115000000,Action Thriller,1994,378882411,141.0,True Lies,6.8,1116,James Cameron,
100000000,Thriller Drama Crime,2009,150166126,106.0,The Taking of Pelham 1 2 3,6.2,954,Tony Scott,
100000000,Comedy Romance,2010,310650585,98.0,Little Fockers,5.4,1060,Paul Weitz,
100000000,Action Comedy Crime,2010,170432927,107.0,The Other Guys,6.1,1383,Adam McKay,
100000000,Action Drama Mystery Thriller,1996,242295562,115.0,Eraser,5.6,543,Chuck Russell,
100000000,Drama Western,2012,425368238,165.0,Django Unchained,7.8,10099,Quentin Tarantino,
100000000,Drama Animation Family,1996,100138851,91.0,The Hunchback of Notre Dame,6.8,1129,Gary Trousdale,
100000000,Adventure Animation Comedy Family Fantasy,2000,169327687,78.0,The Emperor's New Groove,7.2,1490,Mark Dindal,
100000000,Action Adventure Thriller,2012,312573423,103.0,The Expendables 2,6.1,2896,Simon West,
100000000,Adventure Action Thriller Mystery,2004,347451894,131.0,National Treasure,6.4,1926,Jon Turteltaub,
100000000,Fantasy Action Adventure Family,2006,249288105,104.0,Eragon,4.9,967,Stefen Fangmeier,
100000000,Family Fantasy,2009,100086793,101.0,Where the Wild Things Are,6.4,572,Spike Jonze,
100000000,Animation Adventure Family Fantasy,2013,268426634,102.0,Epic,6.4,1121,Chris Wedge,
100000000,Action Thriller Romance,2010,278731369,103.0,The Tourist,6.0,1699,Florian Henckel von Donnersmarck,
100000000,Action Fantasy Horror Mystery,1999,211989043,121.0,End of Days,5.5,482,Peter Hyams,
100000000,Drama Thriller Action,2006,170877916,143.0,Blood Diamond,7.3,2281,Edward Zwick,
100000000,Crime Drama Comedy,2013,392000694,180.0,The Wolf of Wall Street,7.9,6571,Martin Scorsese,
100000000,Action Crime Fantasy,1995,336529144,121.0,Batman Forever,5.2,1498,Joel Schumacher,
105000000,Adventure Action Thriller Science Fiction,1997,121214377,129.0,Starship Troopers,6.7,1560,Paul Verhoeven,
102000000,Drama Science Fiction,2012,130482868,172.0,Cloud Atlas,6.6,2977,Tom Tykwer,
80000000,Animation Adventure Family Fantasy,2010,140073390,97.0,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703,Zack Snyder,
100000000,Action Crime,2004,82102379,104.0,Catwoman,4.2,808,Pitof,
100000000,Action Adventure,2014,243400000,99.0,Hercules,5.6,1680,Brett Ratner,
140000000,Adventure Animation Family Fantasy Science Fiction,2002,109578115,95.0,Treasure Planet,7.2,948,Ron Clements,
100000000,Adventure Comedy Science Fiction,2009,68688831,102.0,Land of the Lost,5.3,381,Brad Silberling,
90000000,Action Adventure Thriller,2014,206172544,127.0,The Expendables 3,6.1,1795,Patrick Hughes,
105000000,Action Crime Thriller,2015,133718711,114.0,Point Break,5.5,783,Ericson Core,
84000000,Fantasy Comedy Family Adventure,2005,0,94.0,Son of the Mask,3.6,338,Lawrence Guterman,
100000000,Thriller Drama Adventure Action History,2015,93820758,122.0,In the Heart of the Sea,6.5,1276,Ron Howard,
100000000,Action Comedy Science Fiction,2002,7103973,95.0,The Adventures of Pluto Nash,4.4,142,Ron Underwood,
100000000,War Action Adventure Drama Thriller,2010,94882889,115.0,Green Zone,6.4,717,Paul Greengrass,
99000000,Animation,2015,246233113,88.0,The Peanuts Movie,6.5,604,Steve Martino,
10000000,Crime Drama Mystery Thriller,1997,13835130,110.0,The Spanish Prisoner,7.1,73,David Mamet,
98000000,Adventure Action Fantasy,2001,433013274,130.0,The Mummy Returns,6.0,2206,Stephen Sommers,
100000000,Drama History Crime,2002,193772504,167.0,Gangs of New York,7.1,1910,Martin Scorsese,
94000000,Drama History War,2011,95311434,145.0,The Flowers of War,7.1,187,Zhang Yimou,
85000000,Animation Comedy Family,2007,149044513,85.0,Surf's Up,5.9,601,Ash Brannon,
90000000,Action Comedy Science Fiction,2004,102000000,93.0,The Stepford Wives,5.4,334,Frank Oz,
92000000,Action History War,2001,172989651,144.0,Black Hawk Down,7.2,1811,Ridley Scott,
0,Comedy,2012,104907746,85.0,The Campaign,5.6,578,Jay Roach,
90000000,Adventure Fantasy Action Thriller Science Fiction,1997,263920180,126.0,The Fifth Element,7.3,3885,Luc Besson,
100000000,Comedy Drama Romance,2010,288347692,146.0,Sex and the City 2,5.4,426,Michael Patrick King,
95000000,Adventure Animation Comedy Family,2000,76432727,89.0,The Road to El Dorado,7.0,858,Don Michael Paul,
95000000,Animation Comedy Adventure Family,2012,877244782,88.0,Ice Age: Continental Drift,6.2,2672,Steve Martino,
95000000,Romance Fantasy Family Drama,2015,543514353,105.0,Cinderella,6.7,2374,Kenneth Branagh,
65000000,Fantasy Drama,2009,93525586,136.0,The Lovely Bones,6.6,1065,Peter Jackson,
94000000,Animation Family,2003,940335536,100.0,Finding Nemo,7.6,6122,Andrew Stanton,
94000000,Adventure Fantasy Action,2003,1118888979,201.0,The Lord of the Rings: The Return of the King,8.1,8064,Peter Jackson,
79000000,Adventure Fantasy Action,2002,926287400,179.0,The Lord of the Rings: The Two Towers,8.0,7487,Peter Jackson,
95000000,Adventure Fantasy,2014,114178613,102.0,Seventh Son,5.2,957,Sergei Bodrov,
115000000,Adventure Fantasy Action Thriller,2001,274703340,100.0,Lara Croft: Tomb Raider,5.7,2192,Simon West,
100000000,Thriller Science Fiction Drama Mystery,2014,103039258,119.0,Transcendence,5.9,2295,Wally Pfister,
93000000,Adventure Action Thriller Science Fiction,2001,368780809,92.0,Jurassic Park III,5.7,2077,Joe Johnston,
93000000,Thriller Action Drama Science Fiction,2011,482860185,105.0,Rise of the Planet of the Apes,7.0,4347,Rupert Wyatt,
90000000,Adventure Family Fantasy,2008,162839667,95.0,The Spiderwick Chronicles,6.3,572,Mark Waters,
92000000,Action Thriller,2013,304654182,98.0,A Good Day to Die Hard,5.2,3493,John Moore,
145000000,Western History War,2004,25819961,137.0,The Alamo,5.8,106,John Lee Hancock,
92000000,Action Adventure Animation Family,2004,631442092,115.0,The Incredibles,7.4,5152,Brad Bird,
98000000,Action Adventure,1995,10017322,119.0,Cutthroat Island,5.7,136,Renny Harlin,
95000000,Adventure Fantasy Family,2010,226497209,118.0,Percy Jackson & the Olympians: The Lightning Thief,6.0,2010,Chris Columbus,
90000000,Action Adventure Comedy Science Fiction,1997,589390539,98.0,Men in Black,6.9,4412,Barry Sonnenfeld,
90000000,Animation Comedy Family,1999,497366869,92.0,Toy Story 2,7.3,3806,John Lasseter,
100000000,Action Thriller,2010,167805466,98.0,Unstoppable,6.3,1165,Tony Scott,
90000000,Action Comedy Crime Thriller,2001,347325802,90.0,Rush Hour 2,6.4,1054,Brett Ratner,
100000000,Drama Horror Mystery Thriller,2000,155464351,130.0,What Lies Beneath,6.3,488,Robert Zemeckis,
100000000,Animation Comedy Family,2009,242988466,90.0,Cloudy with a Chance of Meatballs,6.5,1747,Phil Lord,
90000000,Animation Comedy Family Adventure,2009,886686817,94.0,Ice Age: Dawn of the Dinosaurs,6.5,2271,Carlos Saldanha,
90000000,Adventure Comedy Drama Fantasy,2013,188133322,114.0,The Secret Life of Walter Mitty,7.0,3144,Ben Stiller,
92000000,Action Adventure Comedy Crime Thriller,2000,264105545,98.0,Charlie's Angels,5.6,1232,McG,
90000000,Drama Thriller Crime,2006,289847354,151.0,The Departed,7.9,4339,Martin Scorsese,
90000000,Animation Family Adventure,1998,304320254,88.0,Mulan,7.6,2008,Tony Bancroft,
92000000,Action Comedy,2008,188072649,107.0,Tropic Thunder,6.5,1667,Ben Stiller,
90000000,Thriller Crime Mystery Drama,2011,232617430,158.0,The Girl with the Dragon Tattoo,7.2,2434,David Fincher,
90000000,Action Thriller,1995,366101666,128.0,Die Hard: With a Vengeance,6.9,2066,John McTiernan,
90000000,Action Adventure Crime Mystery,2009,524028679,128.0,Sherlock Holmes,7.0,5766,Guy Ritchie,
100000000,Drama,2016,94061311,125.0,Ben-Hur,5.3,621,Timur Bekmambetov,
120000000,Animation Family Adventure Science Fiction,2001,186053725,95.0,Atlantis: The Lost Empire,6.7,1224,Gary Trousdale,
0,Adventure Animation Comedy Family,2015,233755553,92.0,Alvin and the Chipmunks: The Road Chip,5.8,428,Walt Becker,
75000000,Drama Thriller History War,2008,200276000,121.0,Valkyrie,6.7,1173,Bryan Singer,
90000000,Comedy Action,2008,201596308,113.0,You Don't Mess with the Zohan,5.5,1048,Dennis Dugan,
88000000,Action Comedy Science Fiction,2015,243637091,105.0,Pixels,5.6,2513,Chris Columbus,
100000000,Drama Science Fiction Adventure,2001,235926552,146.0,A.I. Artificial Intelligence,6.8,1974,Steven Spielberg,
90000000,Thriller Fantasy Comedy Family Mystery,2003,182290266,99.0,The Haunted Mansion,5.2,466,Rob Minkoff,
90000000,Drama Science Fiction Mystery,1997,171120329,150.0,Contact,7.2,1308,Robert Zemeckis,
95000000,Action Science Fiction Thriller,2000,190213455,112.0,Hollow Man,5.6,634,Paul Verhoeven,
80000000,Crime Thriller,2005,162944923,128.0,The Interpreter,6.2,392,Sydney Pollack,
90000000,Adventure Family Fantasy,2013,174578751,106.0,Percy Jackson: Sea of Monsters,5.9,1648,Thor Freudenthal,
95000000,Action Adventure Fantasy Thriller,2003,156505388,117.0,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418,Jan de Bont,
90000000,Action Adventure Comedy Crime Mystery,2016,334901337,129.0,Now You See Me 2,6.7,3235,Jon M. Chu,
68000000,Thriller Action Romance Science Fiction Adventure,1997,118063304,116.0,The Saint,5.9,302,Phillip Noyce,
92000000,Action Crime Thriller,2001,143049560,126.0,Spy Game,6.8,579,Tony Scott,
90000000,Science Fiction,2000,60874615,114.0,Mission to Mars,5.7,369,Brian De Palma,
90000000,Animation Adventure Comedy Family,2011,484635760,96.0,Rio,6.5,2166,Carlos Saldanha,
100000000,Comedy Science Fiction,1999,93700000,131.0,Bicentennial Man,6.9,963,Chris Columbus,
90000000,Science Fiction Action Drama Thriller,1997,0,104.0,Volcano,5.2,376,Mick Jackson,
90000000,Crime Thriller Drama,1997,140807547,107.0,The Devil's Own,5.9,290,Alan J. Pakula,
100000000,Drama History Thriller,2002,35168966,138.0,K-19: The Widowmaker,6.1,264,Kathryn Bigelow,
20000000,Adventure Fantasy Action,1982,79114085,129.0,Conan the Barbarian,6.6,650,John Milius,
88000000,Romance Drama History,2005,108539911,144.0,Cinderella Man,7.3,616,Ron Howard,
90000000,Fantasy Action Family,2010,16178959,110.0,The Nutcracker: The Untold Story,5.4,50,Andrei Konchalovsky,
87000000,Drama History,2003,148336445,141.0,Seabiscuit,6.7,216,Gary Ross,
92000000,Action Adventure Drama,1996,494471524,113.0,Twister,6.1,950,Jan de Bont,
90000000,Adventure Drama,2000,429632142,143.0,Cast Away,7.5,3218,Robert Zemeckis,
100000000,Animation Comedy,2006,384335608,108.0,Happy Feet,5.9,1410,George Miller,
75000000,Action Drama Thriller,2004,288500217,108.0,The Bourne Supremacy,7.2,2825,Paul Greengrass,
85000000,Action Thriller,1997,315156409,124.0,Air Force One,6.2,840,Wolfgang Petersen,
85000000,Thriller Crime,2001,450717150,116.0,Ocean's Eleven,7.2,3783,Steven Soderbergh,
75000000,Adventure Action Thriller,2011,132274484,110.0,The Three Musketeers,5.6,924,Paul W.S. Anderson,
85000000,Animation Comedy Family Fantasy,2012,358375603,91.0,Hotel Transylvania,6.8,2566,Genndy Tartakovsky,
85000000,Comedy Family Fantasy Romance,2007,340487652,107.0,Enchanted,6.6,1449,Kevin Lima,
85000000,Action Thriller,2012,208076205,115.0,Safe House,6.3,1345,Daniel Espinosa,
85000000,Comedy Family,2000,183611771,100.0,102 Dalmatians,5.1,313,Kevin Lima,
75000000,Action Comedy,2011,152930623,104.0,Tower Heist,5.8,932,Brett Ratner,
85000000,Comedy Romance,2006,194168700,136.0,The Holiday,6.7,1225,Nancy Meyers,
90000000,Action Drama Thriller,1998,250649836,132.0,Enemy of the State,6.7,1240,Tony Scott,
85000000,Comedy Romance,2009,219103655,121.0,It's Complicated,6.2,360,Nancy Meyers,
85000000,Crime Thriller,2007,311312624,122.0,Ocean's Thirteen,6.5,1999,Steven Soderbergh,
85000000,Adventure Animation Family,2006,197309027,83.0,Open Season,6.1,656,Jill Culton,
85000000,Adventure Action Science Fiction,2014,288747895,139.0,Divergent,6.9,4663,Neil Burger,
68000000,War,2001,96976270,131.0,Enemy at the Gates,7.2,999,Jean-Jacques Annaud,
85000000,Adventure Action Comedy Thriller,2003,80916492,104.0,The Rundown,6.4,514,Peter Berg,
85000000,Adventure Fantasy Action Comedy Family,1993,137298489,130.0,Last Action Hero,6.1,712,John McTiernan,
85000000,Drama History Romance,2005,162242962,145.0,Memoirs of a Geisha,7.3,652,Rob Marshall,
85000000,Action Crime Drama Thriller,2006,158468292,104.0,The Fast and the Furious: Tokyo Drift,6.1,1705,Justin Lin,
0,Drama Animation Family Comedy,2011,0,97.0,Arthur Christmas,6.7,333,Barry Cook,
90000000,Fantasy Drama Mystery,1998,142940100,178.0,Meet Joe Black,6.9,1147,Martin Brest,
85000000,Action Thriller Drama,2002,78382433,108.0,Collateral Damage,5.5,427,Andrew Davis,
0,Drama Music,1979,37823676,123.0,All That Jazz,7.3,85,Bob Fosse,
85000000,Adventure Fantasy Drama Comedy Science Fiction,2012,183018522,106.0,Mirror Mirror,5.5,1114,Tarsem Singh,
60000000,Action Adventure Comedy,2010,47664559,112.0,Scott Pilgrim vs. the World,7.2,2126,Edgar Wright,
60000000,Action Thriller Adventure Science Fiction,2003,74208267,136.0,The Core,5.4,516,Jon Amiel,
84000000,Fantasy Comedy Romance Science Fiction,2000,123307945,106.0,Nutty Professor II: The Klumps,4.7,332,Peter Segal,
84000000,Mystery Adventure Comedy,2002,275650703,88.0,Scooby-Doo,5.4,820,Raja Gosnell,
50000000,Action Science Fiction,2012,41037742,95.0,Dredd,6.6,1940,Pete Travis,
82500000,Comedy Drama Fantasy Romance,2006,237681299,107.0,Click,6.0,2104,Frank Coraci,
8000000,Horror Comedy Fantasy,1982,21028755,120.0,Creepshow,6.7,226,George A. Romero,
85000000,Comedy Family,2010,112483764,82.0,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,119,Brad Peyton,
85000000,Adventure Fantasy Science Fiction,2008,222231186,88.0,Jumper,5.9,1799,Doug Liman,
85000000,Adventure Fantasy Science Fiction,2008,160388063,120.0,Hellboy II: The Golden Army,6.5,1527,Guillermo del Toro,
65000000,Crime Drama Mystery Thriller,2007,84785914,157.0,Zodiac,7.3,2023,David Fincher,
82000000,Science Fiction,2000,96085477,123.0,The 6th Day,5.7,595,Roger Spottiswoode,
80000000,Fantasy Comedy,2003,484572835,101.0,Bruce Almighty,6.4,3012,Tom Shadyac,
80000000,Thriller Adventure Action,2010,274470394,103.0,The Expendables,6.0,2926,Sylvester Stallone,
80000000,Adventure Action Thriller,1996,457696359,110.0,Mission: Impossible,6.7,2631,Brian De Palma,
75000000,Science Fiction Adventure Fantasy,2012,691210692,142.0,The Hunger Games,6.9,9455,Gary Ross,
80000000,Comedy,2011,254455986,102.0,The Hangover Part II,6.2,3739,Todd Phillips,
80000000,Action Fantasy,1992,280000000,126.0,Batman Returns,6.6,1673,Tim Burton,
80000000,Comedy Animation Family,2006,343397247,83.0,Over the Hedge,6.3,1074,Karey Kirkpatrick,
80000000,Animation Family,2002,145771527,85.0,Lilo & Stitch,7.1,1314,Chris Sanders,
85000000,Comedy Family Fantasy,2006,144000000,97.0,Charlotte's Web,5.8,288,Gary Winick,
75000000,Action Drama Romance,1998,140464664,120.0,Deep Impact,5.9,855,Mimi Leder,
84000000,Action Comedy Crime Thriller,2013,0,116.0,RED 2,6.4,1526,Dean Parisot,
82000000,Comedy Drama,2005,190320568,113.0,The Longest Yard,6.2,785,Peter Segal,
75000000,Comedy Fantasy Family Music Animation,2011,342695435,87.0,Alvin and the Chipmunks: Chipwrecked,5.4,484,Mike Mitchell,
80000000,Comedy,2013,246984278,100.0,Grown Ups 2,5.8,1155,Dennis Dugan,
80000000,Action Comedy Thriller,2008,230685453,110.0,Get Smart,6.0,1051,Peter Segal,
80000000,Drama Comedy Romance,2003,266728738,128.0,Something's Gotta Give,6.3,410,Nancy Meyers,
80000000,Drama Thriller Mystery,2010,294804195,138.0,Shutter Island,7.8,6336,Martin Scorsese,
80000000,Comedy Romance Drama,2008,163733697,88.0,Four Christmases,5.3,331,Seth Gordon,
75000000,Animation Comedy Family Science Fiction,2005,260696994,91.0,Robots,6.0,1333,Chris Wedge,
80000000,Action Crime Science Fiction Thriller,1997,245676146,138.0,Face/Off,6.8,1583,John Woo,
80000000,Fantasy Comedy Family Romance,2008,212874442,99.0,Bedtime Stories,5.9,901,Adam Shankman,
80000000,Thriller Crime Drama,2002,181001478,117.0,Road to Perdition,7.3,1077,Sam Mendes,
80000000,Romance Comedy,2011,214918407,117.0,Just Go with It,6.3,1543,Dennis Dugan,
80000000,Mystery Thriller Action,2008,178066569,118.0,Eagle Eye,6.3,1018,D.J. Caruso,
79000000,Drama,2003,173013509,154.0,Cold Mountain,6.7,533,Anthony Minghella,
80000000,Action Thriller Science Fiction,2010,157107755,118.0,The Book of Eli,6.6,2164,Albert Hughes,
